Title,Date,Link,Company
Submit CV’s – New Recruitment at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/submit-cvs-new-recruitment-machakos-county-public-service-board/,Machakos County Public Service Board
Director Quality Assurance & Efficiency Monitoring at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/director-quality-assurance-efficiency-monitoring-machakos-county-public-service-board/,Machakos County Public Service Board
Senior Legal Officer (County Solicitor) at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/senior-legal-officer-county-solicitor-machakos-county-public-service-board/,Machakos County Public Service Board
Support Staff II at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/support-staff-ii-machakos-county-public-service-board/,Machakos County Public Service Board
Support Staff I – 2 Positions at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/support-staff-2-positions-machakos-county-public-service-board/,Machakos County Public Service Board
Driver III – 5 Positions at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/driver-iii-5-positions-machakos-county-public-service-board/,Machakos County Public Service Board
Cleaning Supervisor III – 4 Positions at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/cleaning-supervisor-iii-4-positions-machakos-county-public-service-board/,Machakos County Public Service Board
Cook II Group ‘E’ at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/cook-ii-group-e-machakos-county-public-service-board/,Machakos County Public Service Board
Cook II Group ‘F’ at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/cook-ii-group-f-machakos-county-public-service-board/,Machakos County Public Service Board
Clerical Officer II – 9 Positions at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/clerical-officer-ii-9-positions-machakos-county-public-service-board/,Machakos County Public Service Board
Artisan I at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/artisan-machakos-county-public-service-board/,Machakos County Public Service Board
Senior Driver at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/senior-driver-machakos-county-public-service-board/,Machakos County Public Service Board
Assistant Housekeeper I at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/assistant-housekeeper-machakos-county-public-service-board-2/,Machakos County Public Service Board
Assistant Housekeeper at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/assistant-housekeeper-machakos-county-public-service-board/,Machakos County Public Service Board
Supply Chain Management Assistant III at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/supply-chain-management-assistant-iii-machakos-county-public-service-board/,Machakos County Public Service Board
Chief Driver – 2 Positions at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/chief-driver-2-positions-machakos-county-public-service-board/,Machakos County Public Service Board
Administration Officer III – 4 Positions at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/administraton-officer-iii-4-positions-machakos-county-public-service-board/,Machakos County Public Service Board
Hospitality Officer II at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/hospitality-officer-ii-machakos-county-public-service-board/,Machakos County Public Service Board
Public Communication Officer I – 3 Positions at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/public-communication-officer-3-positions-machakos-county-public-service-board/,Machakos County Public Service Board
Hospitality Officer I at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/hospitality-officer-machakos-county-public-service-board/,Machakos County Public Service Board
Economist II at Machakos County Public Service Board, 27/Dec/2022,https://jobwebkenya.com/jobs/economist-ii-machakos-county-public-service-board/,Machakos County Public Service Board
Kitchen steward at Kitengela International School, 27/Dec/2022,https://jobwebkenya.com/jobs/kitchen-steward-kitengela-international-school/,Kitengela International School
Head Chef at Kitengela International School, 27/Dec/2022,https://jobwebkenya.com/jobs/head-chef-kitengela-international-school/,Kitengela International School
Cleaner at Kitengela International School, 27/Dec/2022,https://jobwebkenya.com/jobs/cleaner-kitengela-international-school/,Kitengela International School
School Patron and School Matron at Kitengela International School, 27/Dec/2022,https://jobwebkenya.com/jobs/school-patron-school-matron-kitengela-international-school/,Kitengela International School
Laboratory Technician at Kitengela International School, 27/Dec/2022,https://jobwebkenya.com/jobs/laboratory-technician-kitengela-international-school/,Kitengela International School
ESG Specialist at ICEA Lion Group, 27/Dec/2022,https://jobwebkenya.com/jobs/esg-specialist-icea-lion-group/,ICEA Lion Group
Officer – Portfolio Monitoring at Sidian Bank, 27/Dec/2022,https://jobwebkenya.com/jobs/officer-portfolio-monitoring-sidian-bank/,Sidian Bank
Associate Investment Officer – Agribusiness at International Finance Corporation (IFC), 27/Dec/2022,https://jobwebkenya.com/jobs/associate-investment-officer-agribusiness-international-finance-corporation-ifc/,International Finance Corporation (IFC)
Hostess at Fairmont Hotels & Resorts, 27/Dec/2022,https://jobwebkenya.com/jobs/hostess-fairmont-hotels-resorts-2/,Fairmont Hotels & Resorts
ICT Program Manager at Ericsson, 27/Dec/2022,https://jobwebkenya.com/jobs/ict-program-manager-ericsson-4/,Ericsson
Submit CV’s – Latest Recruitment at ADvTECH, 26/Dec/2022,https://jobwebkenya.com/jobs/submit-cvs-latest-recruitment-advtech/,ADvTECH 
Operations Manager at ADvTECH, 26/Dec/2022,https://jobwebkenya.com/jobs/operations-manager-advtech/,ADvTECH 
Principal at ADvTECH, 26/Dec/2022,https://jobwebkenya.com/jobs/principal-at-advtech/,ADvTECH 
Facilities Supervisor at ADvTECH, 26/Dec/2022,https://jobwebkenya.com/jobs/facilities-supervisor-advtech/,ADvTECH 
Deputy Principal : Makini Cambridge at ADvTECH, 26/Dec/2022,https://jobwebkenya.com/jobs/deputy-principal-makini-cambridge-advtech/,ADvTECH 
General Manager: Special Development Projects (Secondment) at ADvTECH, 26/Dec/2022,https://jobwebkenya.com/jobs/general-manager-special-development-projects-secondment-advtech/,ADvTECH 
Educational Psychologist at ADvTECH, 26/Dec/2022,https://jobwebkenya.com/jobs/educational-psychologist-advtech/,ADvTECH
Marketing Director – Makini at ADvTECH, 26/Dec/2022,https://jobwebkenya.com/jobs/marketing-director-makini-advtech/,ADvTECH
Chief Accountant at Machakos County Public Service Board, 26/Dec/2022,https://jobwebkenya.com/jobs/chief-accountant-machakos-county-public-service-board/,Machakos County Public Service Board
Chief Administration Officer at Machakos County Public Service Board, 26/Dec/2022,https://jobwebkenya.com/jobs/chief-administration-officer-machakos-county-public-service-board/,Machakos County Public Service Board
Director Administration at Machakos County Public Service Board, 26/Dec/2022,https://jobwebkenya.com/jobs/director-administration-machakos-county-public-service-board/,Machakos County Public Service Board
"Director Youth, Talents & Sports at Machakos County Public Service Board", 26/Dec/2022,https://jobwebkenya.com/jobs/director-youth-talents-sports-machakos-county-public-service-board/,Machakos County Public Service Board
Deputy Chief of Staff at Machakos County Public Service Board, 26/Dec/2022,https://jobwebkenya.com/jobs/deputy-chief-staff-machakos-county-public-service-board/,Machakos County Public Service Board
Chief Officer – Livestock and Fisheries Development at Machakos County Public Service Board, 26/Dec/2022,https://jobwebkenya.com/jobs/chief-officer-livestock-fisheries-development-machakos-county-public-service-board/,Machakos County Public Service Board
Chief Officer – Digital Economy at Machakos County Public Service Board, 26/Dec/2022,https://jobwebkenya.com/jobs/chief-officer-digital-economy-machakos-county-public-service-board/,Machakos County Public Service Board
"Chief Officer – Public Participation, Citizen Engagement and Customer Service at Machakos County Public Service Board", 26/Dec/2022,https://jobwebkenya.com/jobs/chief-officer-public-participation-citizen-engagement-customer-service-machakos-county-public-service-board/,Machakos County Public Service Board
Chief Officer – Public Communication and e-Government at Machakos County Public Service Board, 26/Dec/2022,https://jobwebkenya.com/jobs/chief-officer-public-communication-e-government-machakos-county-public-service-board/,Machakos County Public Service Board
Chief Officer – Small and Medium Enterprise Development at Machakos County Public Service Board, 26/Dec/2022,https://jobwebkenya.com/jobs/chief-officer-small-medium-enterprise-development-machakos-county-public-service-board/,"Machakos County Public Service BoardMachakos County, nicknamed ‘Macha,’ was the first capital city of Kenya and is now an administrative county in Kenya. Machakos is made up of eight (8) constituencies including Machakos Town, Mavoko, Masinga, Yatta, Kangundo, Kathiani, Matungulu, and Mwala. Machakos Town is the administrative capital of the County."
"Chief Officer – Information, Communication & Technology Infrastructure at Machakos County Public Service Board", 26/Dec/2022,https://jobwebkenya.com/jobs/chief-officer-information-communication-technology-infrastructure-machakos-county-public-service-board/,Machakos County Public Service Board
"Chief Officer-Sewerage, Sanitation and Waste Management at Machakos County Public Service Board", 26/Dec/2022,https://jobwebkenya.com/jobs/chief-officer-sewerage-sanitation-waste-management-machakos-county-public-service-board/,Machakos County Public Service Board
Chief Officer-Health Facilities and infrastructure Development at Machakos County Public Service Board, 26/Dec/2022,https://jobwebkenya.com/jobs/chief-officer-health-facilities-infrastructure-development-machakos-county-public-service-board/,Machakos County Public Service Board
Social Media & Marketing Executive at Summit Human Resource & Marketing Consultant, 26/Dec/2022,https://jobwebkenya.com/jobs/social-media-marketing-executive-summit-human-resource-marketing-consultant-3/,Summit Human Resource & Marketing Consultant
Restaurant Chef at Summit Human Resource & Marketing Consultant, 26/Dec/2022,https://jobwebkenya.com/jobs/restaurant-chef-summit-human-resource-marketing-consultant-2/,Summit Human Resource & Marketing Consultant
Public Information Assistant (Tour Guide) at United Nations Office at Nairobi (UNON), 26/Dec/2022,https://jobwebkenya.com/jobs/public-information-assistant-tour-guide-united-nations-office-nairobi-unon-3/,United Nations Office at Nairobi (UNON)
Senior Project Evaluation Expert at United Nations Office at Nairobi (UNON), 26/Dec/2022,https://jobwebkenya.com/jobs/senior-project-evaluation-expert-united-nations-office-nairobi-unon/,United Nations Office at Nairobi (UNON)
Social Media & Marketing Executive at Summit Human Resource & Marketing Consultant, 26/Dec/2022,https://jobwebkenya.com/jobs/social-media-marketing-executive-summit-human-resource-marketing-consultant-2/,Summit Human Resource & Marketing Consultant
Restaurant Chef at Summit Human Resource & Marketing Consultant, 26/Dec/2022,https://jobwebkenya.com/jobs/restaurant-chef-summit-human-resource-marketing-consultant/,Summit Human Resource & Marketing Consultant
Server Systems Administrator at Frank Management Consult Ltd, 26/Dec/2022,https://jobwebkenya.com/jobs/server-systems-administrator-frank-management-consult-ltd/,Frank Management Consult Ltd
Regulatory Affairs Specialist at Novo Nordisk, 26/Dec/2022,https://jobwebkenya.com/jobs/regulatory-affairs-specialist-novo-nordisk-2/,Novo Nordisk
Quantitative Instrument Development Consultant at Management Systems International, 26/Dec/2022,https://jobwebkenya.com/jobs/quantitative-instrument-development-consultant-management-systems-international/,Management Systems International
IT Cloud Analyst- Technology Integration at Bioversity International, 26/Dec/2022,https://jobwebkenya.com/jobs/cloud-analyst-technology-integration-bioversity-international/,Bioversity International
Senior Associate Program Communications at Bioversity International, 26/Dec/2022,https://jobwebkenya.com/jobs/senior-associate-program-communications-bioversity-international-2/,Bioversity International
Scientist – Soil and Crop Modeler at Bioversity International, 26/Dec/2022,https://jobwebkenya.com/jobs/scientist-soil-crop-modeler-bioversity-international/,Bioversity International
Consultant – Paediatric HIV Treatment and Care at World Health Organization (WHO), 26/Dec/2022,https://jobwebkenya.com/jobs/consultant-paediatric-hiv-treatment-care-world-health-organization/,World Health Organization (WHO)
Associate Investment Officer at International Finance Corporation (IFC), 26/Dec/2022,https://jobwebkenya.com/jobs/associate-investment-officer-international-finance-corporation-ifc-2/,International Finance Corporation (IFC)
Concierge Intern at Fairmont Hotels & Resorts, 26/Dec/2022,https://jobwebkenya.com/jobs/concierge-intern-fairmont-hotels-resorts-3/,Fairmont Hotels & Resorts
